Year of arrival at port of disembarkation,Voyage ID,Vessel name,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Voyage itinerary imputed principal port of slave disembarkation (mjslptimp) place,VOYAGEID2,Captives arrived at 1st port,Captain's name
1845,175001,Santana Felicíssima,Campos,Rio de Janeiro,,1,"Souza, João de Castro"
1845,175002,Campista,Campos,Rio de Janeiro,,4,"Seia, Anacleto Luís"
1845,175003,Vinte e Seis de Maio,Macaé,Rio de Janeiro,,1,"Gonçalves, Antônio"
1845,175004,Oliveira,Rio São João,Rio de Janeiro,,1,"Gonçalves, José Pereira"
1845,175005,Carolina,Rio São João,Rio de Janeiro,,3,"Souza, Luís Francisco de"
1845,175006,Triunfo da Figueira,São Sebastião,Rio de Janeiro,,1,"Azevedo, Pedro José de"
1845,175007,Restaurador Baiano,"Bahia, place unspecified",Rio de Janeiro,,17,"Caldas, José Maria Pereira"
1845,175008,Santa Cruz,Cabo Frio,Rio de Janeiro,,1,"Jesus, Vicente Ferreira de"
1845,175009,Relâmpago,São Sebastião,Rio de Janeiro,,1,"Martins, Francisco Luís"
1845,175010,Paquete do Sul,Santos,Rio de Janeiro,,11,"Valente, Matias de Barros"
1845,175011,Bom Jesus,Rio São Francisco,Rio de Janeiro,,1,"Santos, José Domingues dos"
1845,175012,Lusitana,Angra dos Reis,Rio de Janeiro,,1,"Francisco, Antônio"
1845,175013,S Teresa de Jesus,Laguna,Rio de Janeiro,,1,"Carpes, Jesuíno Pereira de"
1845,175014,Vencedora,Mangaratiba,Rio de Janeiro,,2,"Valério, Domingos Francisco"
1845,175015,Brasília,Itaguaí,Rio de Janeiro,,2,"Machado, Lourenço"
1845,175016,Isabel,Caravelas,Rio de Janeiro,,2,"Carvalho, José Rodrigues de"
1845,175017,Paquete do Rio,Porto Alegre,Rio de Janeiro,,2,"Mendelo, José Gonçalves Coelho"
1845,175018,Bela Carlota,Rio Grande,Rio de Janeiro,,2,"Matos, Inácio Silva"
1845,175019,Fiel,"Pernambuco, place unspecified",Rio de Janeiro,,9,"Ferreira, Marciano"
1845,175020,Indiano,"Pernambuco, place unspecified",Rio de Janeiro,,3,"Oliveira, Antônio Batista de"
1845,175021,Vigilante,Parati,Rio de Janeiro,,3,"Cunha, Francisco Antônio da"
1845,175022,S Antônio,"Bahia, place unspecified",Rio de Janeiro,,1,"Duarte, Manoel Dias"
1845,175023,Relâmpago,Macaé,Rio de Janeiro,,3,"Andrade, Antônio Joaquim de"
1845,175024,S Benedito,São Mateus,Rio de Janeiro,,2,"Viana, Francisco José"
1845,175025,S Rita,Cabo Frio,Rio de Janeiro,,5,"Lapa, José Antônio dos Santos"
1845,175026,Novo Porto,Porto Alegre,Rio de Janeiro,,1,"Gomes, Manoel de Souza"
1845,175027,Veloz,"Bahia, place unspecified",Rio de Janeiro,,2,"Conceição, João Maria da"
1845,175028,Fama,Rio Grande,Rio de Janeiro,,1,"Souza, Manoel Antônio de"
1845,175029,Austral,Rio Grande,Rio de Janeiro,,1,"Guimarães Júnior, Francisco Teixeira"
1845,175030,Pérola,"Bahia, place unspecified",Rio de Janeiro,,29,"Araújo, Francisco Nicolau de"
1845,175031,Campista,Campos,Rio de Janeiro,,1,"Seia, Anacleto Luís"
1845,175032,Gaivota,Campos,Rio de Janeiro,,1,"Oliveira, Antônio José Alves de"
1845,175033,Vinte e Seis de Maio,Macaé,Rio de Janeiro,,2,"Gonçalves, Antônio"
1845,175034,Novo Paquete,Rio São João,Rio de Janeiro,,4,"Couto, Elias José do"
1845,175035,Protetora dos Anjos,Campos,Rio de Janeiro,,1,"Marins, João Custódio da Silva"
1845,175036,Sociedade Feliz,Cabo Frio,Rio de Janeiro,,1,"Fonte, Matias Francisco do"
1845,175037,Amália,Campos,Rio de Janeiro,,1,"Moreira, Manoel Couto"
1845,175038,Brasileira Constante,Campos,Rio de Janeiro,,1,"Corrêa, José de Medeiros"
1845,175039,Amizade Constante,São Mateus,Rio de Janeiro,,2,"Souza, Antônio Joaquim de"
1845,175040,União Feliz,Cabo Frio,Rio de Janeiro,,1,"Santos, Manoel dos"
1845,175041,Constante Amizade,São Mateus,Rio de Janeiro,,1,"Barreto, Desidério José"
1845,175042,Baiana,Pará,Rio de Janeiro,,,Otten
1845,175043,Três Irmãos,Rio São João,Rio de Janeiro,,1,"Andrade Filho, José Antônio de"
1845,175044,Constança,São Sebastião,Rio de Janeiro,,1,"Santana, Joaquim Claro de"
1845,175045,Mariana,Parati,Rio de Janeiro,,1,"Oliveira, José Antônio de"
1845,175046,Princesa Imperial,Campos,Rio de Janeiro,,6,"Valente, Antônio de Barros"
1845,175047,Novo Brilhante,Mangaratiba,Rio de Janeiro,,1,"Figueira, Pedro José"
1845,175048,Atrevido,Cabo Frio,Rio de Janeiro,,1,"Santos, João José dos"
1845,175049,Paquete de Jerumirim,Jerumirim,Rio de Janeiro,,4,"Caparica, Manoel Gomes"
1845,175050,Santa Cruz,Iguape,Rio de Janeiro,,2,"Melo, Felisberto Alves de"
1845,175051,Brasília,Itaguaí,Rio de Janeiro,,1,"Machado, Lourenço"
1845,175052,Novo Saraiva,"Bahia, place unspecified",Rio de Janeiro,,40,"Cunha, Manoel Rodrigues Pimenta da"
1845,175053,Ipiranga,Santos,Rio de Janeiro,,3,"Araújo, José Joaquim da Silva"
1845,175054,Ulisses,Cabo Frio,Rio de Janeiro,,2,"Santos, Manoel Antônio dos"
1845,175055,Princesa Imperial,Santos,Rio de Janeiro,,4,"Valente, Matias de Barros"
1845,175056,Paquete de Jerumirim,Jerumirim,Rio de Janeiro,,3,"Caparica, Manoel Gomes"
1845,175057,Bom Jesus,"Pernambuco, place unspecified",Rio de Janeiro,,7,"Sales, Pedro José de"
1845,175058,Pensamento Feliz,Maceió,Rio de Janeiro,,1,"Maciel Júnior, Antônio Silveira"
1845,175059,Vinte e Seis de Maio,Macaé,Rio de Janeiro,,1,"Gonçalves, Antônio"
1845,175060,Conceição,Cabo Frio,Rio de Janeiro,,1,"Coelho, Antônio"
1845,175061,Veloz,Rio São João,Rio de Janeiro,,2,"Souza, Joaquim José de"
1845,175062,Boa União,Macaé,Rio de Janeiro,,2,"Rubim, Domingos Martins"
1845,175063,Luísa,Campos,Rio de Janeiro,,2,"Costa, Bernardo Gonçalves da"
1845,175064,Novo Paquete,Rio São João,Rio de Janeiro,,1,"Couto, Elias José do"
1845,175065,Nova Amizade,Rio Grande,Rio de Janeiro,,1,"Marques, Francisco"
1845,175066,Feliz,"Pernambuco, place unspecified",Rio de Janeiro,,17,"Ribeiro, Manoel José"
1845,175067,Alberto,Rio Grande,Rio de Janeiro,,2,"Lopes, Tomás Ferreira"
1845,175068,Conceição,Rio São João,Rio de Janeiro,,1,"José, Antônio"
1845,175069,S Rita,Cabo Frio,Rio de Janeiro,,1,"Lessa, José Antônio dos Santos"
1845,175070,Princesa Imperial,Vitória,Rio de Janeiro,,16,"Valente, Antônio Barros"
1845,175071,Caramuru,Campos,Rio de Janeiro,,1,"Marques, Lauriano José"
1845,175072,Maltesa,Mangaratiba,Rio de Janeiro,,1,"Francisco, Joaquim"
1845,175073,Lusitana,Santa Catarina,Rio de Janeiro,,1,"Araújo, Cateano José de"
1845,175074,Bonfim,Santos,Rio de Janeiro,,1,"Oliveira, José Joaquim de"
1845,175075,Paranapitanga,Santos,Rio de Janeiro,,2,"Mafra, Domingos Henriques"
1845,175076,Paquete do Sul,Santos,Rio de Janeiro,,9,"Valente, Matias de Barros"
1845,175077,Conceição,Cabo Frio,Rio de Janeiro,,1,"Coelho, Antônio"
1845,175078,Flor do Cabo,Cabo Frio,Rio de Janeiro,,1,"Azevedo, Antônio Joaquim de"
1845,175079,Castro III,Campos,Rio de Janeiro,,1,"Santos, Antônio Ferreira dos"
1845,175080,Brasileira Constante,Campos,Rio de Janeiro,,1,"Corrêa, José de Medeiros"
1845,175081,Quatorze de Dezembro,Rio Grande,Rio de Janeiro,,1,"Lages, Joaquim Gonçalves"
1845,175082,Oriente,"Bahia, place unspecified",Rio de Janeiro,,33,"Santos, José Francisco dos"
1845,175083,Paranapitanga,Santos,Rio de Janeiro,,2,"Mafra, Domingos Henriques"
1845,175084,Todos os Santos,Rio Grande,Rio de Janeiro,,1,"Azevedo, Joaquim Salomé Ramos de"
1845,175085,Pelicano,"Pernambuco, place unspecified",Rio de Janeiro,,1,"Bilte, Vitorino josé"
1845,175086,Teresa,Angra dos Reis,Rio de Janeiro,,10,"Pedroso, Guilherme"
1845,175087,Relâmpago,Macaé,Rio de Janeiro,,10,"Andrade, Antônio Joaquim de"
1845,175088,Boa União,Campos,Rio de Janeiro,,1,"Corrêa, Raimundo José"
1845,175089,Nova Amizade,Campos,Rio de Janeiro,,1,"Lobato, José Francisco"
1845,175090,D Amália,Campos,Rio de Janeiro,,1,"Moreira, Antônio Caetano"
1845,175091,Aurora,Iguape,Rio de Janeiro,,1,"Vieira, Pedro"
1845,175092,Rosa Luísa,Campos,Rio de Janeiro,,1,"Oliveira, Bernardo de"
1845,175093,Nova Clara,Campos,Rio de Janeiro,,1,"Azevedo, José Bernardino de"
1845,175094,Bonito Porto,Rio Grande,Rio de Janeiro,,1,"Almeida, João Monteiro de"
1845,175095,Esperança,Rio Grande,Rio de Janeiro,,1,"Araújo Júnior, Custódio Manoel Vieira de"
1845,175096,Triunfo da Inveja,Rio Grande,Rio de Janeiro,,3,"Justiniano, Carlos Evaristo"
1845,175097,Saudade,"Bahia, place unspecified",Rio de Janeiro,,21,"Guimarães, Joaquim José Lopes"
1845,175098,Penha,Itapemirim,Rio de Janeiro,,1,"Rodrigues, Antônio"
1845,175099,S Micaela,Macaé,Rio de Janeiro,,1,"Mourão, Antônio Ferreira"
1845,175100,Santa Cruz,Cabo Frio,Rio de Janeiro,,1,"Jesus, Vicente Ferreira de"
1845,175101,Dez de Fevereiro,Mangaratiba,Rio de Janeiro,,1,"Porto, José de Souza"
1845,175102,Heroína,Macaé,Rio de Janeiro,,3,"Gonçalves, Francisco"
1845,175103,Flor de Ubatuba,Ubatuba,Rio de Janeiro,,1,"Cabral, Manoel Pimenta"
1845,175104,Paquete de Jerumirim,Jerumirim,Rio de Janeiro,,3,"Caparica, Manoel Gomes"
1845,175105,Feliz Sociedade,Mambucaba,Rio de Janeiro,,3,"Carneiro, Antônio Dias"
1845,175106,Valente,"Pernambuco, place unspecified",Rio de Janeiro,,6,"Guimarães, Francisco Peixoto"
1845,175107,Pérola,"Pernambuco, place unspecified",Rio de Janeiro,,11,"Araújo, Francisco Nicolau de"
1845,175108,Tentativa,"Pernambuco, place unspecified",Rio de Janeiro,,1,"Ferreira, José Inácio"
1845,175109,Atrevido,Rio São João,Rio de Janeiro,,1,"Souza, Luís Martins de"
1845,175110,S Antônio,Cabo Frio,Rio de Janeiro,,1,"Silva, Tomé Carlos da"
1845,175111,Santana Felicíssima,Campos,Rio de Janeiro,,1,"Souza, João Castro e"
1845,175112,Gentil Americano,Mangaratiba,Rio de Janeiro,,1,"Pereira, Manoel Joaquim"
1845,175113,Protetora dos Anjos,"Bahia, place unspecified",Rio de Janeiro,,2,"Marins, João Custódio da Silva"
1845,175114,S Antônio de Pádua,"Bahia, place unspecified",Rio de Janeiro,,1,"Silva, Joaquim Martins da"
1845,175115,S Antônio,"Bahia, place unspecified",Rio de Janeiro,,8,"Duarte, Manoel Dias"
1845,175116,NS do Carmo,Parati,Rio de Janeiro,,1,"Pedroso, Henrique Francisco"
1845,175117,Paquete de Jerumirim,Jerumirim,Rio de Janeiro,,2,"Caparica, Manoel Gomes"
1845,175118,Princesa Imperial,Ubatuba,Rio de Janeiro,,1,"Santos, Faustino Ferreira dos"
1845,175119,Campista,Campos,Rio de Janeiro,,28,"Seia, Anacleto Luís"
1845,175120,Princesa Imperial,Santos,Rio de Janeiro,,6,"Valente, Matias de Barros"
1845,175121,Novo Saraiva,"Bahia, place unspecified",Rio de Janeiro,,21,"Cunha, Manoel Rodrigues Pereira"
1845,175122,Descobridor,"Bahia, place unspecified",Rio de Janeiro,,5,"Mesquita, Agostinho Antônio de"
1845,175123,Espadarte,Vitória,Rio de Janeiro,,5,"Casavich, João"
1845,175124,Nascimento,São Mateus,Rio de Janeiro,,1,"Vale, Joaquim do"
1845,175125,Campista,Campos,Rio de Janeiro,,5,"Seia, Anacleto Luís"
1845,175126,Conceição,Cabo Frio,Rio de Janeiro,,1,"Coelho, Antônio"
1845,175127,Heroína,Macaé,Rio de Janeiro,,5,"Gonçalves, Francisco"
1845,175128,S Manoel Augusto,"Pernambuco, place unspecified",Rio de Janeiro,,5,"Simões, Manoel"
1845,175129,Deolinda,Angra dos Reis,Rio de Janeiro,,6,"Pereira, Pedro Joaquim"
1845,175130,Mariana,Parati,Rio de Janeiro,,1,"Oliveira, José Antônio"
1845,175131,Monte do Carmo,Caravelas,Rio de Janeiro,,2,"Machado, Lourenço"
1845,175132,Flor do Mar,Parati,Rio de Janeiro,,1,"Maia, Luís Corrêa"
1845,175133,Pastorinha,Vitória,Rio de Janeiro,,2,"Siqueira, José Joaquim de"
1845,175134,Fênix,Santa Catarina,Rio de Janeiro,,5,"Santos, Antônio Nogueira dos"
1845,175135,Imperatriz,Pará,Rio de Janeiro,,2,"Costa, José Lamego"
1845,175136,Relâmpago,Macaé,Rio de Janeiro,,8,"Andrade, Antônio Joaquim de"
1845,175137,Paquete do Rio Grande,Rio Grande,Rio de Janeiro,,2,"Araújo, José Viana de"
1845,175138,Águia,Vitória,Rio de Janeiro,,2,"Costa, Manoel Joaquim da"
1845,175139,Sociedade Feliz,Rio São Francisco,Rio de Janeiro,,1,"Belem, Manoel Antônio"
1845,175140,Campista,Campos,Rio de Janeiro,,69,"Seia, Anacleto Luís"
1845,175141,Amizade Constante,Mangaratiba,Rio de Janeiro,,1,"Martins, José de Souza"
1845,175142,Nova Sorte,Cabo Frio,Rio de Janeiro,,1,"Oliveira, Sebastião José de"
1845,175143,Desengano,"Bahia, place unspecified",Rio de Janeiro,,2,"Carvalho, José da Costa"
1845,175144,Paquete de Jerumirim,Jerumirim,Rio de Janeiro,,3,"Caparica, Manoel Gomes"
1845,175145,Bela Virgínia,Mangaratiba,Rio de Janeiro,,1,"Porto, José de Souza"
1845,175146,Três de Março,Rio Grande,Rio de Janeiro,,1,"Souza, Antônio Albino de"
1845,175147,Luísa,Campos,Rio de Janeiro,,13,"Cardoso, Manoel José"
1845,175148,Luísa,Campos,Rio de Janeiro,,4,"Oliveria, Bernardo"
1845,175149,Águia,Vitória,Rio de Janeiro,,2,"Costa, Manoel Joaquim da"
1845,175150,Nova Clara,Campos,Rio de Janeiro,,1,"Azevedo, José Bernardino de"
1845,175151,Brasileira Constante,Itaguaí,Rio de Janeiro,,1,"Andrade, Francisco José de"
1845,175152,Carolina,Rio São João,Rio de Janeiro,,1,"Lopes, José Joaquim"
1845,175153,Flor de Ubatuba,Ubatuba,Rio de Janeiro,,2,"Cabral, Manoel Pimenta"
1845,175154,S Maria Boa Sorte,"Pernambuco, place unspecified",Rio de Janeiro,,8,"Prazeres, José Joaquim dos"
1845,175155,Sagitário,"Pernambuco, place unspecified",Rio de Janeiro,,8,"Dutra, Frutuoso José Pereira"
1845,175156,Heroína,Macaé,Rio de Janeiro,,2,"Gonçalves, Francisco"
1845,175157,Flor do Cabo,Macaé,Rio de Janeiro,,1,"Azevedo, Antônio Joaquim de"
1845,175158,Paranapitanga,Santos,Rio de Janeiro,,2,"Mafra, Domingues Henriques"
1845,175159,Conceição de Maria,Macaé,Rio de Janeiro,,1,"Gavino, Antônio José"
1845,175160,Feliz Sociedade,Mambucaba,Rio de Janeiro,,1,"Carneiro, Antônio Dias"
1845,175161,Campista,Campos,Rio de Janeiro,,,"Seia, Anacleto Luís"
1845,175162,S Micaela,Macaé,Rio de Janeiro,,1,"Mourão, Antônio Ferreira"
1845,175163,Voador,Macaé,Rio de Janeiro,,1,"Braga, Joaquim Ferreira"
1845,175164,Imperador,Rio Grande,Rio de Janeiro,,1,"Falcão, José Maria"
1845,175165,Josefina,Ubatuba,Rio de Janeiro,,1,"Alves, Francisco Ferreira"
1845,175166,Valente,"Pernambuco, place unspecified",Rio de Janeiro,,2,"Guimarães, Francisco Peixoto"
1845,175167,Oriente,"Bahia, place unspecified",Rio de Janeiro,,13,"Serva, José Bernardino"
1845,175168,Oliveira,Rio São João,Rio de Janeiro,,1,"Figueredo, Manoel José de"
1845,175169,Júlia,Macaé,Rio de Janeiro,,8,"Castro, Manoel Luís de"
1845,175170,Campista,Campos,Rio de Janeiro,,8,"Seia, Anacleto Luís"
1845,175171,Monte do Carmo,Caravelas,Rio de Janeiro,,3,"Martins, Lourenço"
1845,175172,Feliz Aurora,"Bahia, place unspecified",Rio de Janeiro,,26,"Fernandes, João Joaquim da Costa"
1845,175173,Amizade Constante,Mangaratiba,Rio de Janeiro,,1,"Martins, José de Souza"
1845,175174,Paquete de Jerumirim,Jerumirim,Rio de Janeiro,,9,"Caparica, Manoel Gomes"
1845,175175,Mariana,Parati,Rio de Janeiro,,1,"Oliveira, José Antônio de"
1845,175176,Imperatriz,Portos do Norte,Rio de Janeiro,,17,"Costa, Jesuíno Lamego"
1845,175177,Alegria dos Anjos,Cabo Frio,Rio de Janeiro,,1,"Silva, Miguel Francisco da"
1845,175178,Campista,Campos,Rio de Janeiro,,16,"Seia, Anacleto Luís"
1845,175179,Vinte e Seis de Maio,Macaé,Rio de Janeiro,,2,"Viana, Antônio Gonçalves"
1845,175180,Flor do Cabo,Macaé,Rio de Janeiro,,1,"Azevedo, Antônio Joaquim"
1845,175181,Adamastor,Mangaratiba,Rio de Janeiro,,1,"Silva, Antônio Francisco da"
1845,175182,Sete de Setembro,Ubatuba,Rio de Janeiro,,1,"Almeida, Manoel Felizardo Dias de"
1845,175183,Pensamento Feliz,Guarapari,Rio de Janeiro,,2,"Pereira, Alexandre Rodrigues"
1845,175184,Bonfim,Santos,Rio de Janeiro,,1,"Oliveira, Joaquim de"
1845,175185,Joaquina,Paranaguá,Rio de Janeiro,,4,"Fonseca, Fernando Antônio da"
1845,175186,Oliveira,Campos,Rio de Janeiro,,1,"Oliveira, Antônio dos Santos"
1845,175187,Fama,"Pernambuco, place unspecified",Rio de Janeiro,,12,"Souza, Manoel Antônio de"
1845,175188,Penha,Itapemirim,Rio de Janeiro,,2,"Rodrigues, Antônio"
1845,175189,Santa Cruz,Cabo Frio,Rio de Janeiro,,2,"Viana, João Gomes"
1845,175190,Divino,Campos,Rio de Janeiro,,1,"Matosinho, Antônio Costa"
1845,175191,Leocádia,Itapemirim,Rio de Janeiro,,2,"Braga, João Fernandes"
1845,175192,Constância,Rio Grande,Rio de Janeiro,,3,"Silva, Antônio Rosendo"
1845,175193,Paquete da Vitória,Vitória,Rio de Janeiro,,3,"Oliveira, Manoel Joaquim de"
1845,175194,Baiana,Pará,Rio de Janeiro,,3,Otten
1845,175195,S Micaela,Macaé,Rio de Janeiro,,1,"Mourão, Antônio Ferreira"
1845,175196,Lobo,Macaé,Rio de Janeiro,,3,"Franco, Henrique Ferreira"
1845,175197,S Salvador,Pará,Rio de Janeiro,,8,"Coutinho, Antônio Carlos Azevedo"
1845,175198,Boa Sorte,Vitória,Rio de Janeiro,,1,"Batista, João Pires"
1845,175199,Albano,Rio Grande,Rio de Janeiro,,1,"Pereira, José Francisco"
1845,175200,Pérola,"Pernambuco, place unspecified",Rio de Janeiro,,12,"Araújo, Francisco Nicolau de"
1845,175201,Novo Bonfim,"Pernambuco, place unspecified",Rio de Janeiro,,12,"Coelho, Joaquim Fernandes"
1845,175202,Eugênia,"Bahia, place unspecified",Rio de Janeiro,,8,"Golinda, Grato"
1845,175203,Quatro Amigos,Cabo Frio,Rio de Janeiro,,1,"Soares, José Antônio"
1845,175204,Paranapitanga,Santos,Rio de Janeiro,,2,"Mafra, Domingos Henriques"
1845,175205,Lusitana,Angra dos Reis,Rio de Janeiro,,2,"Oliveira, Antônio Bento"
1845,175206,Paquete de Jerumirim,Jerumirim,Rio de Janeiro,,1,"Caparica, Manoel Gomes"
1845,175207,Vitória Feliz,"Bahia, place unspecified",Rio de Janeiro,,9,"Papafina, João José da Sila"
1845,175208,Paquete da Vitória,Vitória,Rio de Janeiro,,1,"Oliveira, Manoel Joaquim de"
1845,175209,S Sebastião,São Sebastião,Rio de Janeiro,,5,"Santana, Joaquim Claro de"
1845,175210,Firmeza,"Pernambuco, place unspecified",Rio de Janeiro,,25,"Santana, Narciso José de"
1845,175211,Flor da América,"Bahia, place unspecified",Rio de Janeiro,,1,"Lopes, Domingos Viegas"
1845,175212,S Francisco das Chagas,Caravelas,Rio de Janeiro,,1,"Jesus, Antônio Manoel de"
1845,175213,Vinte e Seis de Maio,Macaé,Rio de Janeiro,,2,"Viana, Antônio Gonçalves"
1845,175214,Nova Amizade,Campos,Rio de Janeiro,,4,"Lobato, José Francisco"
1845,175215,Paquete de Jerumirim,Jerumirim,Rio de Janeiro,,2,"Caparica, Manoel Gomes"
1845,175216,Leocádia,Itapemirim,Rio de Janeiro,,1,"Braga, João Fernandes"
1845,175217,Gentil Americano,Mangaratiba,Rio de Janeiro,,3,"Nogueira, José Domingues"
1845,175218,Brasileira Constante,Itaguaí,Rio de Janeiro,,1,"Andrade, Francisco José de"
1845,175219,Constante Cananéia,Paranaguá,Rio de Janeiro,,1,"Carvalho, Francisco Costa"
1845,175220,Santa Cruz,Iguape,Rio de Janeiro,,2,"Melo, Felisberto Alves de"
1845,175221,Flor de S João,Rio São João,Rio de Janeiro,,1,"Silva, Joaquim Antônio da"
1845,175222,Nova Sorte,Cabo Frio,Rio de Janeiro,,4,"Oliveira, Sebastião José de"
1845,175223,Luísa,Campos,Rio de Janeiro,,6,"Pinto, Paulo José"
1845,175224,União Feliz,Cabo Frio,Rio de Janeiro,,2,"Santos, Manoel dos"
1845,175225,Dois Amigos,Campos,Rio de Janeiro,,1,"Neves, Inácio Rodrigues das"
1845,175226,Primeiro de Agosto,Campos,Rio de Janeiro,,2,"Praça, Antônio"
1845,175227,Vencedora,Mangaratiba,Rio de Janeiro,,3,"Valério, Domingos Francisco"
1845,175228,Americano Feliz,"Bahia, place unspecified",Rio de Janeiro,,20,"Santos, Ildefonso Manoel dos"
1845,175229,Três de Março,Açu,Rio de Janeiro,,1,"Souza, Antônio Albino de"
1845,175230,D Afonso,"Pernambuco, place unspecified",Rio de Janeiro,,30,"Vieira, Bento José"
1845,175231,Fênix,São Sebastião,Rio de Janeiro,,1,"Gomes, José Moreira"
1845,175232,Dez de Outubro,Angra dos Reis,Rio de Janeiro,,2,"Torres, Joaquim de Oliveira"
1845,175233,Flor da Verdade,Iguape,Rio de Janeiro,,2,"Viana, Antônio Rodrigues"
1845,175234,Heroína,Macaé,Rio de Janeiro,,1,"Gonçalves, Francisco"
1845,175235,Duas Irmãs,Itaguaí,Rio de Janeiro,,1,"Gavino, Bento José"
1845,175236,Nova Amizade,Campos,Rio de Janeiro,,1,"Lobato, José Francisco"
1845,175237,Felicidade,Mangaratiba,Rio de Janeiro,,1,"Oliveira, Domingos Francisco de"
1845,175238,Ipiranga,Santos,Rio de Janeiro,,1,"Araújo, José Joaquim da Silva"
1845,175239,Deolinda,Angra dos Reis,Rio de Janeiro,,1,"Pereira, Pedro Joaquim"
1845,175240,S Salvador,Pará,Rio de Janeiro,,,"Coutinho, Antônio Carlos Azevedo"
1845,175241,Paquete da Vitória,Vitória,Rio de Janeiro,,5,"Oliveira, Manoel Joaquim de"
1845,175242,Sociedade Feliz,Rio São João,Rio de Janeiro,,2,"Carvalho, Joaquim José de"
1845,175243,Conceição de Maria,Rio São João,Rio de Janeiro,,2,"Silva, Francisco Fernandes da"
1845,175244,Santos Mártires,Parati,Rio de Janeiro,,1,"Araújo, Antônio Martins de"
1845,175245,Pastorinha,Vitória,Rio de Janeiro,,1,"Siqueira, José Joaquim"
1845,175246,Alegria dos Anjos,Cabo Frio,Rio de Janeiro,,1,"Silva, Miguel Francisco da"
1845,175247,Triunfo da Figueira,Macaé,Rio de Janeiro,,6,"Azevedo, Pedro José de"
1845,175248,Oliveira,Rio São João,Rio de Janeiro,,3,"Pereira, João Francisco"
1845,175249,Paquete da Vitória,Vitória,Rio de Janeiro,,1,"Nascimento, Antônio Luís do"
1846,175250,Correio da Ilha Grande,Angra dos Reis,Rio de Janeiro,,1,"Souza, Antônio José de"
1846,175251,Constância Jerumirim,Angra dos Reis,Rio de Janeiro,,1,"Cardoso, Joaquim Luís"
1846,175252,Relâmpago,São Sebastião,Rio de Janeiro,,5,"Martins, Francisco Luís"
1846,175253,Oriente,"Bahia, place unspecified",Rio de Janeiro,,11,"Simas, Antônio"
1846,175254,Heroína,Macaé,Rio de Janeiro,,8,"Gonçalves, Francisco"
1846,175255,S Sebastião,São Mateus,Rio de Janeiro,,1,"Guimarães, Joaquim Francisco"
1846,175256,Ipiranga,Santos,Rio de Janeiro,,1,"Araújo, José Joaquim da Silva"
1846,175257,Bom Jesus,"Pernambuco, place unspecified",Rio de Janeiro,,19,"Sales, Pedro José de"
1846,175258,Vinte e Seis de Maio,Macaé,Rio de Janeiro,,2,"Viana, Antônio Gonçalves"
1846,175259,Bom Jesus,Rio São Francisco,Rio de Janeiro,,1,"Macedo, José Maria de"
1846,175260,Feliz Viajante,"Bahia, place unspecified",Rio de Janeiro,,1,"Raposo, José Antônio"
1846,175261,Espadarte,Vitória,Rio de Janeiro,,1,"Casavechia, João"
1846,175262,Josefina,Macaé,Rio de Janeiro,,1,"Valença, Francisco José de Oliveira"
1846,175263,Norma,Rio Grande,Rio de Janeiro,,1,"Santos, Miguel Ribeiro dos"
1846,175264,Gentil Americano,Mangaratiba,Rio de Janeiro,,2,"Nogueira, José Domingues"
1846,175265,Fontes,Rio Grande,Rio de Janeiro,,2,"Mendes, Anastácio Silveira"
1846,175266,Nova Sereia,"Bahia, place unspecified",Rio de Janeiro,,20,"Cunha, Manoel Rodrigues Pimenta"
1846,175267,Voador,Macaé,Rio de Janeiro,,1,"Rodrigues, João José"
1846,175268,S Micaela,Macaé,Rio de Janeiro,,2,"Mourão, Antônio Ferreira"
1846,175269,Brasília,Itaguaí,Rio de Janeiro,,3,"Machado, Lourenço"
1846,175270,Paquete de Jerumirim,Jerumirim,Rio de Janeiro,,3,"Caparica, Manoel Gomes"
1846,175271,Leocádia,Itapemirim,Rio de Janeiro,,1,"Braga, João Fernandes"
1846,175272,Nova Sorte,Cabo Frio,Rio de Janeiro,,7,"Oliveira, Sebastião José de"
1846,175273,Ipiranga,Santos,Rio de Janeiro,,4,"Araújo, José Joaquim da Silva"
1846,175274,Brasileira Constante,Itaguaí,Rio de Janeiro,,1,"Andrade, Francisco José de"
1846,175275,Boa Nova,Angra dos Reis,Rio de Janeiro,,2,"Silva, Manoel Francisco da"
1846,175276,Josefina,Rio São João,Rio de Janeiro,,1,"Couto, Elias José do"
1846,175277,Sete de Setembro,Ubatuba,Rio de Janeiro,,3,"Almeida, Felisberto Dias de"
1846,175278,Conceição,Angra dos Reis,Rio de Janeiro,,1,"Costa, João Fernandes da"
1846,175279,Santos Mártires,Parati,Rio de Janeiro,,3,"Carvalho, José Rodrigues de"
1846,175280,Sociedade Feliz,Campos,Rio de Janeiro,,1,"Pereira, José Francisco"
1846,175281,Protetora dos Anjos,Campos,Rio de Janeiro,,1,"Silva, José Gonçalves da"
1846,175282,Castro III,Campos,Rio de Janeiro,,2,"Santos, Antônio Ferreira dos"
1846,175283,Brasília,Itaguaí,Rio de Janeiro,,3,"Machado, Lourenço"
1846,175284,Paquete de Jerumirim,Jerumirim,Rio de Janeiro,,1,"Caparica, Manoel Gomes"
1846,175285,D Januária,Campos,Rio de Janeiro,,1,"Silva, Joaquim Gomes da"
